# Radius 	finiterdf__LJ_LJ	rdf__LJ_LJ	
8.85979 1.04769	1.04645	
8.86888 1.05362	1.05241	
8.87797 1.0468	1.04563	
8.88706 1.0455	1.04437	
8.89615 1.05363	1.05252	
8.90524 1.05311	1.05204	
8.91434 1.05649	1.05545	
8.92343 1.04928	1.04828	
8.93252 1.05563	1.05467	
8.94161 1.05639	1.05547	
8.9507 1.04908	1.04819	
8.95979 1.05538	1.05452	
8.96889 1.05404	1.05322	
8.97798 1.06196	1.06117	
8.98707 1.05913	1.05839	
8.99616 1.06015	1.05945	
9.00525 1.05439	1.05373	
9.01434 1.05585	1.05523	
9.02344 1.06012	1.05954	
9.03253 1.05707	1.05653	
9.04162 1.0611	1.0606	
9.05071 1.059	1.05854	
9.0598 1.06189	1.06148	
9.06889 1.05845	1.05808	
9.07799 1.06688	1.06655	
9.08708 1.06308	1.06281	
9.09617 1.05657	1.05634	
9.10526 1.05338	1.05319	
9.11435 1.05726	1.05711	
9.12344 1.05743	1.05732	
9.13253 1.05871	1.05864	
9.14163 1.05783	1.0578	
9.15072 1.05106	1.05107	
9.15981 1.05534	1.05539	
9.1689 1.0564	1.0565	
9.17799 1.0538	1.05393	
9.18708 1.05197	1.05214	
9.19618 1.05956	1.05978	
9.20527 1.05799	1.05825	
9.21436 1.05317	1.05346	
9.22345 1.04929	1.04963	
9.23254 1.05538	1.05576	
9.24163 1.05737	1.05779	
9.25073 1.05653	1.05699	
9.25982 1.05477	1.05528	
9.26891 1.05219	1.05273	
9.278 1.05058	1.05116	
9.28709 1.03925	1.03985	
9.29618 1.0489	1.04955	
9.30528 1.04491	1.04559	
9.31437 1.05339	1.05411	
9.32346 1.05366	1.05442	
9.33255 1.05171	1.05252	
9.34164 1.04427	1.0451	
9.35073 1.04265	1.04352	
9.35983 1.04319	1.04409	
9.36892 1.0443	1.04523	
9.37801 1.03265	1.0336	
9.3871 1.04678	1.04779	
9.39619 1.03798	1.03901	
9.40528 1.0452	1.04627	
9.41438 1.04124	1.04233	
9.42347 1.04201	1.04315	
9.43256 1.04213	1.0433	
9.44165 1.03695	1.03814	
9.45074 1.03897	1.04019	
9.45983 1.0332	1.03445	
9.46892 1.0358	1.03708	
9.47802 1.04476	1.04609	
9.48711 1.03736	1.0387	
9.4962 1.03443	1.0358	
9.50529 1.03878	1.04019	
9.51438 1.02851	1.02993	
9.52347 1.02166	1.02308	
9.53257 1.03605	1.03753	
9.54166 1.03538	1.03689	
9.55075 1.02854	1.03006	
9.55984 1.04014	1.04171	
9.56893 1.02489	1.02647	
9.57802 1.0287	1.0303	
9.58712 1.03264	1.03427	
9.59621 1.03112	1.03278	
9.6053 1.01919	1.02085	
9.61439 1.03129	1.03299	
9.62348 1.02409	1.0258	
9.63257 1.01964	1.02136	
9.64167 1.02289	1.02464	
9.65076 1.02252	1.02429	
9.65985 1.01774	1.01952	
9.66894 1.01654	1.01833	
9.67803 1.01725	1.01906	
9.68712 1.01546	1.01728	
9.69622 1.01263	1.01445	
9.70531 1.0112	1.01304	
9.7144 1.01577	1.01762	
9.72349 1.01568	1.01755	
9.73258 1.01141	1.01329	
9.74167 1.01417	1.01607	
9.75077 1.01114	1.01304	
9.75986 1.00397	1.00586	
9.76895 1.00756	1.00946	
9.77804 1.00986	1.01178	
9.78713 1.00321	1.00512	
9.79622 1.00225	1.00416	
9.80531 0.998775	1.00068	
9.81441 1.00419	1.00611	
9.8235 1.00203	1.00395	
9.83259 1.00365	1.00558	
9.84168 1.00328	1.00522	
9.85077 0.997563	0.999483	
9.85986 0.994557	0.996469	
9.86896 1.001	1.00292	
9.87805 0.999514	1.00144	
9.88714 0.997711	0.999632	
9.89623 0.991026	0.992927	
9.90532 0.996433	0.998344	
9.91441 0.992645	0.994544	
9.92351 0.993223	0.995119	
9.9326 0.994441	0.996336	
9.94169 0.9846	0.986465	
9.95078 0.986285	0.988142	
9.95987 0.993988	0.995856	
9.96896 0.986137	0.98798	
9.97806 0.990505	0.992349	
9.98715 0.991182	0.993021	
9.99624 0.984033	0.985847	
10.0053 0.984398	0.986201	
10.0144 0.986638	0.988435	
10.0235 0.985741	0.987525	
10.0326 0.984936	0.986706	
10.0417 0.982591	0.984343	
10.0508 0.985957	0.987704	
10.0599 0.980174	0.981895	
10.069 0.981102	0.982809	
10.0781 0.982437	0.984132	
10.0872 0.977255	0.978923	
10.0962 0.983787	0.985452	
10.1053 0.975453	0.977083	
10.1144 0.978623	0.980241	
10.1235 0.977563	0.979161	
10.1326 0.973313	0.974881	
10.1417 0.977348	0.978903	
10.1508 0.973418	0.974944	
10.1599 0.976226	0.977737	
10.169 0.978979	0.980476	
10.1781 0.974724	0.976192	
10.1872 0.972099	0.973539	
10.1963 0.96861	0.970017	
10.2053 0.977885	0.979287	
10.2144 0.973068	0.974439	
10.2235 0.974964	0.976315	
10.2326 0.965431	0.966739	
10.2417 0.973224	0.974519	
10.2508 0.977458	0.978738	
10.2599 0.970457	0.971701	
10.269 0.969298	0.970514	
10.2781 0.972438	0.973632	
10.2872 0.968716	0.969877	
10.2963 0.965839	0.966966	
10.3054 0.971805	0.972913	
10.3144 0.970466	0.971545	
10.3235 0.970599	0.971651	
10.3326 0.971208	0.972234	
10.3417 0.968345	0.969339	
10.3508 0.966772	0.967733	
10.3599 0.968891	0.969826	
10.369 0.968807	0.969712	
10.3781 0.966489	0.967361	
10.3872 0.969003	0.969848	
10.3963 0.964927	0.965735	
10.4054 0.966416	0.967193	
10.4145 0.965984	0.966729	
10.4235 0.970335	0.971054	
10.4326 0.968446	0.969134	
10.4417 0.969924	0.970583	
10.4508 0.967136	0.967762	
10.4599 0.966409	0.967002	
10.469 0.967267	0.967829	
10.4781 0.964535	0.965061	
10.4872 0.968361	0.968858	
10.4963 0.967477	0.967941	
10.5054 0.966091	0.966521	
10.5145 0.961815	0.962205	
10.5236 0.970623	0.970986	
10.5326 0.963866	0.964191	
10.5417 0.966573	0.966865	
10.5508 0.963461	0.963715	
10.5599 0.964468	0.964687	
10.569 0.967785	0.967972	
10.5781 0.967268	0.967421	
10.5872 0.962197	0.962311	
10.5963 0.972913	0.973	
10.6054 0.966132	0.966183	
10.6145 0.968746	0.968766	
10.6236 0.968979	0.968966	
10.6327 0.96673	0.966683	
10.6417 0.964578	0.964494	
10.6508 0.970372	0.970256	
10.6599 0.973769	0.973624	
10.669 0.967426	0.967248	
10.6781 0.969152	0.968941	
10.6872 0.967703	0.967457	
10.6963 0.968785	0.968505	
10.7054 0.969179	0.968866	
10.7145 0.97047	0.970124	
10.7236 0.969269	0.96889	
10.7327 0.972295	0.971885	
10.7418 0.96949	0.969048	
10.7508 0.972503	0.972029	
10.7599 0.972634	0.97213	
10.769 0.969701	0.969165	
10.7781 0.974706	0.974139	
10.7872 0.969252	0.968653	
10.7963 0.972127	0.971494	
10.8054 0.972726	0.972063	
10.8145 0.970781	0.970086	
10.8236 0.973954	0.973226	
10.8327 0.974581	0.973824	
10.8418 0.975708	0.974922	
10.8509 0.976241	0.975427	
10.8599 0.975531	0.974689	
10.869 0.979709	0.978839	
10.8781 0.97742	0.976526	
10.8872 0.98399	0.98307	
10.8963 0.976568	0.975628	
10.9054 0.97165	0.970681	
10.9145 0.981278	0.980276	
10.9236 0.980843	0.979819	
10.9327 0.977181	0.976133	
10.9418 0.979689	0.978614	
10.9509 0.97935	0.978249	
10.96 0.985545	0.984419	
10.969 0.980801	0.979656	
10.9781 0.980645	0.979477	
10.9872 0.987123	0.98593	
10.9963 0.984244	0.983034	
11.0054 0.98541	0.98418	
11.0145 0.982063	0.980815	
11.0236 0.984346	0.983074	
11.0327 0.983013	0.981721	
11.0418 0.986689	0.985375	
11.0509 0.982948	0.981617	
11.06 0.98469	0.983336	
11.0691 0.984823	0.983449	
11.0781 0.99001	0.988615	
11.0872 0.985785	0.984376	
11.0963 0.986114	0.984686	
11.1054 0.990406	0.988958	
11.1145 0.988575	0.987114	
11.1236 0.991076	0.989598	
11.1327 0.989339	0.987848	
11.1418 0.993253	0.991747	
11.1509 0.992866	0.991349	
11.16 0.989154	0.987627	
11.1691 0.996747	0.995202	
11.1781 0.994926	0.993376	
11.1872 0.997924	0.996364	
11.1963 0.990657	0.989095	
11.2054 0.995492	0.993914	
11.2145 0.996557	0.994972	
11.2236 0.993872	0.99228	
11.2327 0.999465	0.997862	
11.2418 1.00387	1.00227	
11.2509 0.99854	0.996938	
11.26 0.993179	0.991575	
11.2691 1.00056	0.998946	
11.2782 1.00356	1.00194	
11.2872 0.997289	0.995673	
11.2963 1.00015	0.998525	
11.3054 0.998744	0.997119	
11.3145 1.00387	1.00224	
11.3236 1.0065	1.00487	
11.3327 1.00298	1.00136	
11.3418 1.00314	1.00153	
11.3509 1.00514	1.00352	
11.36 0.999969	0.998359	
11.3691 1.00458	1.00296	
11.3782 1.00807	1.00646	
11.3873 1.00671	1.00511	
11.3963 1.00652	1.00493	
11.4054 1.00244	1.00085	
11.4145 1.00746	1.00588	
11.4236 1.00557	1.00399	
11.4327 1.00686	1.00529	
11.4418 1.00966	1.00809	
11.4509 1.00694	1.00539	
11.46 1.0099	1.00835	
11.4691 1.00679	1.00525	
11.4782 1.00895	1.00742	
11.4873 1.01485	1.01334	
11.4964 1.0171	1.01561	
11.5054 1.01154	1.01006	
11.5145 1.00742	1.00596	
11.5236 1.00708	1.00563	
11.5327 1.01125	1.0098	
11.5418 1.01188	1.01045	
11.5509 1.01717	1.01576	
11.56 1.01294	1.01155	
11.5691 1.01439	1.01302	
11.5782 1.00885	1.00749	
11.5873 1.01327	1.01193	
11.5964 1.01622	1.0149	
11.6055 1.01871	1.01741	
11.6145 1.01517	1.01389	
11.6236 1.01214	1.01088	
11.6327 1.01278	1.01154	
11.6418 1.01676	1.01554	
11.6509 1.01625	1.01506	
11.66 1.01769	1.01652	
11.6691 1.01771	1.01656	
11.6782 1.01588	1.01475	
11.6873 1.01429	1.01319	
11.6964 1.02088	1.0198	
11.7055 1.0195	1.01846	
11.7146 1.01555	1.01453	
11.7236 1.01847	1.01748	
11.7327 1.01615	1.01517	
11.7418 1.02103	1.02009	
11.7509 1.02187	1.02095	
11.76 1.01871	1.01783	
11.7691 1.01979	1.01894	
11.7782 1.02396	1.02314	
11.7873 1.01943	1.01865	
11.7964 1.01818	1.01742	
11.8055 1.02033	1.0196	
11.8146 1.01808	1.01738	
11.8237 1.02169	1.02102	
11.8327 1.02311	1.02248	
11.8418 1.0209	1.0203	
11.8509 1.0196	1.01903	
11.86 1.02005	1.01952	
11.8691 1.02131	1.02081	
11.8782 1.01917	1.0187	
11.8873 1.0203	1.01986	
11.8964 1.01863	1.01823	
11.9055 1.02414	1.02377	
11.9146 1.01903	1.01869	
11.9237 1.01741	1.0171	
11.9328 1.02083	1.02056	
11.9418 1.02268	1.02245	
11.9509 1.0209	1.0207	
11.96 1.01642	1.01625	
11.9691 1.02341	1.02328	
11.9782 1.01846	1.01836	
11.9873 1.01529	1.01522	
11.9964 1.01719	1.01714	
12.0055 1.01757	1.01756	
12.0146 1.01826	1.01827	
12.0237 1.02296	1.02301	
12.0328 1.01819	1.01828	
12.0419 1.01316	1.01327	
12.0509 1.01586	1.016	
12.06 1.01791	1.01808	
12.0691 1.019	1.01921	
12.0782 1.02059	1.02083	
12.0873 1.01886	1.01913	
12.0964 1.01834	1.01865	
12.1055 1.01556	1.0159	
12.1146 1.02339	1.02377	
12.1237 1.01883	1.01924	
12.1328 1.01663	1.01707	
12.1419 1.01762	1.0181	
12.151 1.01976	1.02027	
12.16 1.01883	1.01938	
12.1691 1.01939	1.01998	
12.1782 1.01789	1.01851	
12.1873 1.02014	1.0208	
12.1964 1.01871	1.0194	
12.2055 1.01664	1.01736	
12.2146 1.01341	1.01415	
12.2237 1.01657	1.01735	
12.2328 1.01781	1.01863	
12.2419 1.01486	1.0157	
12.251 1.01411	1.01498	
12.2601 1.01705	1.01796	
12.2691 1.0169	1.01784	
12.2782 1.01394	1.01491	
12.2873 1.01613	1.01713	
12.2964 1.01474	1.01577	
12.3055 1.01334	1.0144	
12.3146 1.01296	1.01404	
12.3237 1.01893	1.02006	
12.3328 1.01786	1.01902	
12.3419 1.0162	1.0174	
12.351 1.01289	1.01411	
12.3601 1.0104	1.01163	
12.3692 1.01573	1.01701	
12.3782 1.01015	1.01145	
12.3873 1.012	1.01332	
12.3964 1.00754	1.00887	
12.4055 1.00665	1.008	
12.4146 1.01531	1.0167	
12.4237 1.01324	1.01466	
12.4328 1.00443	1.00585	
12.4419 1.00823	1.00967	
12.451 1.00392	1.00536	
12.4601 1.00603	1.00749	
12.4692 1.00579	1.00726	
12.4783 1.00613	1.00762	
12.4873 1.00663	1.00814	
12.4964 1.00786	1.00939	
12.5055 1.00636	1.00791	
12.5146 1.01031	1.01188	
12.5237 1.00711	1.0087	
12.5328 1.00498	1.00658	
12.5419 1.00836	1.00999	
12.551 1.0026	1.00423	
12.5601 1.00266	1.0043	
12.5692 1.00833	1.00999	
12.5783 1.00168	1.00334	
12.5874 1.00867	1.01037	
12.5964 1.00072	1.00241	
12.6055 1.00544	1.00715	
12.6146 1.0028	1.00451	
12.6237 0.999788	1.0015	
12.6328 1.00576	1.0075	
12.6419 1.00281	1.00456	
12.651 1.00263	1.00439	
12.6601 0.998016	0.99976	
12.6692 1.00482	1.0066	
12.6783 0.998472	1.00023	
12.6874 0.999734	1.0015	
12.6965 0.994995	0.996745	
12.7055 0.997591	0.999344	
12.7146 0.993885	0.995621	
12.7237 1.00116	1.00292	
12.7328 1.00236	1.00413	
12.7419 0.995412	0.997161	
12.751 0.999833	1.00159	
12.7601 0.997657	0.999411	
12.7692 0.996424	0.998173	
12.7783 1.00118	1.00295	
12.7874 0.994585	0.996328	
12.7965 0.998506	1.00026	
12.8056 0.995643	0.997383	
12.8146 0.998666	1.00041	
12.8237 0.996857	0.998597	
12.8328 0.992407	0.994126	
12.8419 1.00074	1.00247	
12.851 0.994093	0.995811	
12.8601 0.994445	0.996154	
12.8692 0.994188	0.995888	
12.8783 0.997425	0.999128	
12.8874 0.993846	0.995532	
12.8965 0.995639	0.997322	
12.9056 0.992767	0.994432	
12.9146 0.993097	0.994751	
12.9237 0.991002	0.992635	
12.9328 0.989838	0.991449	
12.9419 0.991535	0.993132	
12.951 0.990588	0.992165	
12.9601 0.994518	0.996093	
12.9692 0.993839	0.995402	
12.9783 0.996182	0.997743	
12.9874 0.992331	0.993872	
12.9965 0.991599	0.993122	
13.0056 0.99066	0.992163	
13.0147 0.992543	0.994034	
13.0237 0.989716	0.991182	
13.0328 0.993073	0.994531	
13.0419 0.991555	0.992994	
13.051 0.98421	0.985604	
13.0601 0.992599	0.993991	
13.0692 0.990008	0.991376	
13.0783 0.992229	0.993584	
13.0874 0.989827	0.991157	
13.0965 0.987682	0.988983	
13.1056 0.990199	0.991483	
13.1147 0.991587	0.992855	
13.1238 0.988259	0.989498	
13.1328 0.991842	0.993068	
13.1419 0.986118	0.987306	
13.151 0.987121	0.988282	
13.1601 0.988389	0.989526	
13.1692 0.991639	0.992762	
13.1783 0.989907	0.991006	
13.1874 0.985741	0.986804	
13.1965 0.990711	0.991759	
13.2056 0.987497	0.988513	
13.2147 0.99031	0.991308	
13.2238 0.986048	0.987009	
13.2329 0.984967	0.985892	
13.2419 0.988946	0.98985	
13.251 0.990096	0.990979	
13.2601 0.990875	0.991738	
13.2692 0.989923	0.990762	
13.2783 0.989015	0.989828	
13.2874 0.983211	0.98398	
13.2965 0.992612	0.993371	
13.3056 0.993413	0.994158	
13.3147 0.987883	0.988595	
13.3238 0.98815	0.988835	
13.3329 0.987005	0.987658	
13.342 0.98636	0.98698	
13.351 0.986361	0.986948	
13.3601 0.987044	0.987601	
13.3692 0.985938	0.98646	
13.3783 0.984043	0.984525	
13.3874 0.991183	0.991646	
13.3965 0.988933	0.989369	
13.4056 0.983653	0.984046	
13.4147 0.987807	0.988171	
13.4238 0.988323	0.988658	
13.4329 0.985805	0.986104	
13.442 0.984519	0.984779	
13.4511 0.987814	0.988045	
13.4601 0.988832	0.989035	
13.4692 0.98525	0.985414	
13.4783 0.993691	0.993841	
13.4874 0.985303	0.985413	
13.4965 0.988138	0.988218	
13.5056 0.983119	0.983156	
13.5147 0.983234	0.983228	
13.5238 0.98638	0.986338	
13.5329 0.990342	0.990274	
13.542 0.98724	0.987139	
13.5511 0.992908	0.992787	
13.5602 0.987499	0.987346	
13.5692 0.988479	0.988296	
13.5783 0.992992	0.992788	
13.5874 0.9886	0.988366	
13.5965 0.992494	0.992239	
13.6056 0.991158	0.990879	
13.6147 0.990526	0.990222	
13.6238 0.984808	0.984464	
13.6329 0.993108	0.992742	
13.642 0.987651	0.987253	
13.6511 0.988608	0.988178	
13.6602 0.991325	0.990869	
13.6693 0.992254	0.991776	
13.6783 0.986547	0.986035	
13.6874 0.993718	0.993183	
13.6965 0.992228	0.991672	
13.7056 0.990657	0.990075	
13.7147 0.993538	0.992935	
13.7238 0.989696	0.989065	
13.7329 0.992928	0.992274	
13.742 0.989826	0.989145	
13.7511 0.987845	0.987131	
13.7602 0.988765	0.988017	
13.7693 0.990472	0.989695	
13.7784 0.990137	0.989331	
13.7874 0.99504	0.994214	
13.7965 0.992317	0.991469	
13.8056 0.994845	0.993979	
13.8147 0.991738	0.990849	
13.8238 0.985779	0.984854	
13.8329 0.990699	0.989741	
13.842 0.996443	0.995467	
13.8511 0.993281	0.992286	
13.8602 0.993817	0.992802	
13.8693 0.991994	0.990956	
13.8784 0.997394	0.99634	
13.8875 0.997096	0.996031	
13.8965 0.991097	0.99001	
13.9056 0.994055	0.992945	
13.9147 0.997265	0.996141	
13.9238 0.993996	0.992856	
13.9329 0.989719	0.988551	
13.942 0.99795	0.996763	
13.9511 0.995029	0.993828	
13.9602 0.997139	0.995924	
13.9693 0.993138	0.991905	
13.9784 0.994238	0.992983	
13.9875 0.994891	0.993617	
13.9966 0.996896	0.995607	
14.0056 1.00027	0.998969	
14.0147 0.997026	0.995721	
14.0238 1.002	1.00069	
14.0329 0.998195	0.996882	
14.042 0.998608	0.997287	
14.0511 0.997829	0.996498	
14.0602 0.991871	0.990521	
14.0693 1.00016	0.998795	
14.0784 0.998876	0.997505	
14.0875 1.00117	0.999795	
14.0966 0.997455	0.996074	
14.1057 1.00527	1.00389	
14.1147 0.998483	0.997104	
14.1238 1.00072	0.999334	
14.1329 1.00049	0.999105	
14.142 0.999237	0.997846	
14.1511 0.995259	0.993854	
14.1602 0.996329	0.994908	
14.1693 1.00485	1.00343	
14.1784 1.00278	1.00137	
14.1875 1.00015	0.998733	
14.1966 1.00492	1.00351	
14.2057 1.00718	1.00578	
14.2148 1.00106	0.999675	
14.2238 1.00078	0.999388	
14.2329 1.00185	1.00046	
14.242 1.00258	1.00119	
14.2511 1.00688	1.00551	
14.2602 1.00005	0.998673	
14.2693 1.00353	1.00216	
14.2784 1.01148	1.01013	
14.2875 1.0019	1.00056	
14.2966 1.00803	1.00671	
14.3057 1.00191	1.0006	
14.3148 0.999849	0.998534	
14.3239 1.00184	1.00052	
14.3329 1.00479	1.00348	
14.342 1.0036	1.0023	
14.3511 1.0036	1.00231	
14.3602 1.00627	1.00499	
14.3693 1.00486	1.00359	
14.3784 1.00438	1.00312	
14.3875 1.00524	1.004	
14.3966 1.00363	1.00239	
14.4057 1.0073	1.00608	
14.4148 1.00187	1.00065	
14.4239 1.0081	1.0069	
14.433 1.00324	1.00205	
14.442 1.00476	1.00358	
14.4511 1.01164	1.01049	
14.4602 1.00704	1.00591	
14.4693 1.00435	1.00323	
14.4784 1.0069	1.0058	
14.4875 1.00448	1.0034	
14.4966 1.00967	1.00861	
14.5057 1.00506	1.00401	
14.5148 1.01441	1.0134	
14.5239 1.00664	1.00565	
14.533 1.00768	1.00672	
14.5421 1.00356	1.00261	
14.5511 1.00633	1.0054	
14.5602 1.01325	1.01235	
14.5693 1.00088	0.999989	
14.5784 1.01052	1.00965	
14.5875 1.0053	1.00445	
14.5966 1.00992	1.00909	
14.6057 1.00816	1.00736	
14.6148 1.00542	1.00464	
14.6239 1.00736	1.0066	
14.633 1.01098	1.01025	
14.6421 1.0084	1.0077	
14.6511 1.01221	1.01154	
14.6602 1.00748	1.00684	
14.6693 1.00701	1.00639	
14.6784 1.00481	1.00421	
14.6875 1.00537	1.00478	
14.6966 1.01028	1.00972	
14.7057 1.00671	1.00617	
14.7148 1.00342	1.0029	
14.7239 1.00526	1.00476	
14.733 1.00968	1.0092	
14.7421 1.00591	1.00545	
14.7512 1.00778	1.00734	
14.7602 1.00782	1.00741	
14.7693 1.01136	1.01098	
14.7784 1.01037	1.01003	
14.7875 1.00709	1.00678	
14.7966 1.00496	1.00466	
14.8057 1.00786	1.00759	
14.8148 1.00974	1.0095	
14.8239 1.00608	1.00586	
14.833 1.00521	1.00501	
14.8421 1.00748	1.0073	
14.8512 1.00558	1.00542	
14.8603 1.0057	1.00556	
14.8693 1.0083	1.00819	
14.8784 1.00963	1.00956	
14.8875 1.00956	1.00952	
14.8966 1.00763	1.00762	
14.9057 1.00396	1.00396	
14.9148 1.01102	1.01105	
14.9239 1.00568	1.00574	
14.933 1.00796	1.00804	
14.9421 1.00413	1.00423	
14.9512 1.00861	1.00874	
14.9603 1.01113	1.0113	
14.9694 1.00536	1.00555	
14.9784 1.00786	1.00808	
14.9875 1.00218	1.00241	
14.9966 1.00504	1.00529	
15.0057 1.00501	1.00527	
15.0148 1.00489	1.00518	
15.0239 1.0131	1.01344	
15.033 1.00718	1.00755	
15.0421 1.00393	1.00431	
15.0512 1.00252	1.00291	
15.0603 1.00252	1.00292	
15.0694 1.0014	1.0018	
15.0785 1.00116	1.00157	
15.0875 1.00927	1.00972	
15.0966 1.00296	1.00341	
15.1057 1.00805	1.00855	
15.1148 1.00551	1.00603	
15.1239 1.00362	1.00415	
15.133 1.00525	1.00581	
15.1421 1.00388	1.00445	
15.1512 1.0065	1.00709	
15.1603 1.00226	1.00287	
15.1694 1.00074	1.00135	
15.1785 1.00907	1.00972	
15.1876 1.00369	1.00436	
15.1966 1.00313	1.00381	
15.2057 1.00267	1.00336	
15.2148 1.00702	1.00774	
15.2239 1.00606	1.0068	
15.233 1.00801	1.00879	
15.2421 1.00753	1.00834	
15.2512 1.00039	1.0012	
15.2603 1.00836	1.00921	
15.2694 1.00828	1.00916	
15.2785 1.00804	1.00897	
15.2876 1.00431	1.00525	
15.2967 1.00258	1.00353	
15.3057 1.0054	1.00637	
15.3148 1.00592	1.00692	
15.3239 1.00282	1.00383	
15.333 1.0022	1.00322	
15.3421 1.00259	1.00363	
15.3512 1.00961	1.0107	
15.3603 1.0035	1.0046	
15.3694 1.00214	1.00326	
15.3785 0.998097	0.999203	
15.3876 1.00484	1.00598	
15.3967 1.00445	1.00561	
15.4058 1.00511	1.00629	
15.4148 0.998984	1.00016	
15.4239 1.00355	1.00476	
15.433 1.00666	1.00789	
15.4421 1.00374	1.005	
15.4512 1.00683	1.00812	
15.4603 0.994342	0.995599	
15.4694 0.995769	0.997016	
15.4785 0.998099	0.999346	
15.4876 1.00051	1.00177	
15.4967 1.0024	1.00367	
15.5058 0.994814	0.996063	
15.5149 1.00057	1.00184	
15.5239 1.00139	1.00267	
15.533 0.997151	0.998415	
15.5421 0.997262	0.99852	
15.5512 1.00155	1.00282	
15.5603 0.9995	1.00078	
15.5694 0.996734	0.997997	
15.5785 0.999881	1.00115	
15.5876 0.997288	0.998551	
15.5967 1.00469	1.00599	
15.6058 1.00034	1.00163	
15.6149 0.998262	0.999556	
15.624 0.994835	0.996108	
15.633 0.997148	0.998417	
15.6421 0.998865	1.00014	
15.6512 1.00123	1.00252	
15.6603 0.998843	1.00013	
15.6694 1.00335	1.00466	
15.6785 1.00266	1.00399	
15.6876 0.985996	0.987246	
15.6967 0.998139	0.999402	
15.7058 1.00523	1.00653	
15.7149 0.99822	0.999508	
15.724 0.9971	0.99838	
15.7331 1.0003	1.00159	
15.7421 0.99998	1.00128	
15.7512 0.999814	1.00111	
15.7603 1.00274	1.00406	
15.7694 0.997105	0.998413	
15.7785 0.993662	0.994943	
15.7876 0.993339	0.994597	
15.7967 0.999377	1.00065	
15.8058 1.002	1.00328	
15.8149 0.993229	0.994479	
15.824 0.999903	1.00117	
15.8331 1.00345	1.00474	
15.8422 0.997177	0.998452	
15.8512 0.996472	0.997736	
15.8603 0.99726	0.998518	
15.8694 0.999581	1.00085	
15.8785 0.998886	1.00015	
15.8876 0.997844	0.999104	
15.8967 0.992001	0.993223	
15.9058 0.995588	0.9968	
15.9149 0.996138	0.997339	
15.924 1.00519	1.00643	
15.9331 1.00147	1.00272	
15.9422 0.996469	0.997701	
15.9513 0.995151	0.996365	
15.9603 0.993467	0.994655	
15.9694 0.99226	0.993418	
15.9785 0.992919	0.99405	
15.9876 0.994541	0.995655	
15.9967 1.00293	1.00407	
16.0058 0.996044	0.997165	
16.0149 0.998982	1.00011	
16.024 0.996651	0.997763	
16.0331 0.993323	0.994406	
16.0422 0.994497	0.99556	
16.0513 0.995918	0.996969	
16.0604 0.998992	1.00005	
16.0694 0.995938	0.996975	
16.0785 0.992257	0.993259	
16.0876 0.990327	0.991286	
16.0967 0.988048	0.988955	
16.1058 0.993812	0.994699	
16.1149 0.992991	0.993849	
16.124 0.996964	0.997815	
16.1331 0.993243	0.994063	
16.1422 0.995443	0.996247	
16.1513 0.994138	0.994917	
16.1604 0.996289	0.997056	
16.1695 0.996743	0.997498	
16.1785 0.997642	0.99839	
16.1876 0.995732	0.996462	
16.1967 0.994191	0.994896	
16.2058 0.992646	0.993318	
16.2149 0.999115	0.99979	
16.224 0.997604	0.99827	
16.2331 0.993869	0.994505	
16.2422 0.995465	0.996083	
16.2513 0.994346	0.99494	
16.2604 0.988303	0.988839	
16.2695 0.991375	0.991873	
16.2786 1.00044	1.00095	
16.2876 0.997504	0.998	
16.2967 0.997896	0.998384	
16.3058 0.99632	0.996792	
16.3149 0.994927	0.995375	
16.324 0.991149	0.991554	
16.3331 0.992213	0.992581	
16.3422 0.987473	0.987779	
16.3513 0.992215	0.992486	
16.3604 1.0013	1.00158	
16.3695 0.997612	0.997882	
16.3786 0.996472	0.996725	
16.3876 0.995496	0.995727	
16.3967 0.995992	0.996204	
16.4058 1.00035	1.00056	
16.4149 0.994691	0.994879	
16.424 0.994897	0.99506	
16.4331 0.991793	0.991915	
16.4422 0.996851	0.996958	
16.4513 0.988063	0.988109	
16.4604 0.996792	0.996821	
16.4695 0.995716	0.995723	
16.4786 0.991425	0.991389	
16.4877 0.992721	0.992647	
16.4967 0.986928	0.986786	
16.5058 0.995542	0.995375	
16.5149 0.995061	0.994867	
16.524 0.991349	0.99111	
16.5331 0.997727	0.997473	
16.5422 0.99386	0.993573	
16.5513 0.996065	0.995755	
16.5604 0.995609	0.995275	
16.5695 0.995041	0.994679	
16.5786 0.998062	0.997686	
16.5877 0.994274	0.993867	
16.5968 0.995704	0.995271	
16.6058 0.999834	0.999396	
16.6149 0.995378	0.994915	
16.624 0.994284	0.993788	
16.6331 1.00128	1.00079	
16.6422 0.99656	0.996046	
16.6513 0.999931	0.999412	
16.6604 0.994392	0.993843	
16.6695 0.992843	0.992252	
16.6786 1.00035	0.999756	
16.6877 0.997798	0.997188	
16.6968 0.994906	0.994266	
16.7059 1.00071	1.00007	
16.7149 0.995374	0.994705	
16.724 0.999661	0.998983	
16.7331 0.992107	0.991387	
16.7422 0.991383	0.990612	
16.7513 0.998045	0.997254	
16.7604 0.99126	0.990421	
16.7695 0.995928	0.995057	
16.7786 0.997191	0.996298	
16.7877 0.997803	0.996892	
16.7968 0.993281	0.992331	
16.8059 0.999104	0.998138	
16.815 0.998648	0.997669	
16.824 1.00411	1.00314	
16.8331 0.997917	0.996939	
